4;200;t|19.11|ti|UL|ts|1638416553894;02.12.2021 - 03:42:33 AM;1;30
7;200;t|19.11|ti|TEROS12|ts|1638416554048;02.12.2021 - 03:42:34 AM;1;35
1;200;<measure device=dht22 key=4jggokgpepnvsb2uv4s40d59ov><t value=19.92 /><ti value = XML /><ts value = 1638416554221 /> </measure>;02.12.2021 - 03:42:34 AM;6;127
4;200;t|19.11|ti|UL|ts|1638416554369;02.12.2021 - 03:42:34 AM;2;30
2;200;<!DOCTYPE html><div id=temperature>19.92</div><div id=ti>HTML</div><div id=ts>1638416554547</div>;02.12.2021 - 03:42:34 AM;3;97
5;200;{applicationID:5,applicationName:mestrado_simulacao,deviceName:DHT11,devEUI:221597e4529df57d,rxInfo:[{gatewayID:000000ffff001000,rssi:-57,loRaSNR:7,location:{latitude:0,longitude:0,altitude:0}}],txInfo:{frequency:915000000,dr:5},adr:false,fCnt:0,fPort:1,data:dHN8MTYyNjk3OTc0OTgwNA==};02.12.2021 - 03:42:34 AM;3;284
6;200;{applicationID:5,applicationName:mestrado_simulacao,deviceName:DHT11,devEUI:221597e4529df57d,rxInfo:[{gatewayID:000000ffff001000,name:ExpGW,rssi:-57,loRaSNR:7,location:{latitude:0,longitude:0,altitude:0}}],txInfo:{frequency:915000000,dr:5},adr:false,fCnt:0,fPort:1,data:dHN8MTYzODQxNjU1NDUxMnx0aXxsb3Jh};02.12.2021 - 03:42:34 AM;1;303
7;200;t|19.11|ti|TEROS12|ts|1638416554851;02.12.2021 - 03:42:34 AM;1;35
5;200;tempo|12.55|t;02.12.2021 - 03:42:35 AM;0;13
5;200;<?xml version=1.0 encoding=UTF-8?><key=4jggokgpepnvsb2uv4s40d59ov><t value=20.45 />;02.12.2021 - 03:42:35 AM;0;83
2;200;<!DOCTYPE html><div id=temperature>19.92</div><div id=ti>HTML</div><div id=ts>1638416555359</div>;02.12.2021 - 03:42:35 AM;4;97
5;200;<!DOCTYPE html><div title=Current Temperature>17°C;02.12.2021 - 03:42:35 AM;4;50
2;200;<!DOCTYPE html><div id=temperature>19.92</div><div id=ti>HTML</div><div id=ts>1638416555675</div>;02.12.2021 - 03:42:35 AM;2;97
1;200;<measure device=dht22 key=4jggokgpepnvsb2uv4s40d59ov><t value=19.92 /><ti value = XML /><ts value = 1638416555851 /> </measure>;02.12.2021 - 03:42:35 AM;4;127
